suite2p_path,roi_index,spike_prob_index,raw_f_index,feature,label
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,48,65,72.0,"[nan, -0.4799568750229828, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,1128,795,806.0,"[nan, -0.4925408785924104, -1.413911966009901]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,690,498,493.0,"[nan, -0.4424547426673198, -0.9619857942237338]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-2 glass\suite2p\plane0,187,779,784.0,"[nan, 1.080598847417514, -0.7729445597945832]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,828,506,517.0,"[nan, -0.36486062824404136, -1.2683496122310463]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,597,335,343.0,"[nan, -0.40261054533768825, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,1102,644,652.0,"[nan, -0.42381802052352197, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,392,452,451.0,"[nan, -0.81842571919591, -0.6800131523712857]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,538,665,672.0,"[nan, -0.40588693122477226, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,613,516,524.0,"[nan, -0.7591344144801773, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,285,260,272.0,"[nan, 1.8983948335468444, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,577,811,823.0,"[nan, -0.4288374979186824, -1.8213229630476577]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-2\suite2p\plane0,263,307,311.0,"[nan, -0.48768357766971493, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,81,638,640.0,"[nan, -0.31937556748511575, -1.668895695886224]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,401,518,530.0,"[nan, -0.3100563320568154, -1.4861464321662836]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,387,170,180.0,"[nan, -0.7364308096005788, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,273,559,567.0,"[nan, -0.5947403518102222, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,842,105,117.0,"[nan, -0.26326435959048644, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-2\suite2p\plane0,31,824,839.0,"[nan, -0.6551270218242139, -0.5799748235144631]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-4 glass\suite2p\plane0,230,81,86.0,"[nan, 1.801348292042689, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-2 glass\suite2p\plane0,208,728,742.0,"[nan, 1.5669343210659596, -1.5590268673739263]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,1018,355,365.0,"[nan, -0.390938595334959, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-2\suite2p\plane0,82,836,850.0,"[nan, -0.37837949730842624, -0.8741889484658764]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,458,218,223.0,"[nan, 0.6007148593715858, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,96,719,730.0,"[nan, -0.495647475963064, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,310,633,634.0,"[nan, 0.8594612492619595, -0.8980838295175454]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,550,550,546.0,"[nan, -0.9783253558679467, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,36,494,492.0,"[nan, -0.9696012937453742, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,172,83,87.0,"[nan, -0.8537453757190487, -0.8905767785480254]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,17,150,145.0,"[nan, -0.16465866817166058, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,121,713,718.0,"[nan, -0.5693270453443997, -2.1841354033585283]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,281,300,308.0,"[nan, -0.21264623981694497, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,348,276,286.0,"[nan, -0.17053836099309683, -1.5331430474498466]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,351,636,650.0,"[nan, 0.007209606312293867, -0.8259136722420541]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,448,601,609.0,"[nan, 2.019456968350948, -0.27924821070834466]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,341,346,351.0,"[nan, -0.4076162085067971, -1.6689646380510545]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,62,323,321.0,"[nan, -0.6692503404274547, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,452,271,278.0,"[nan, -0.7790395827006248, -1.4753011587363754]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,85,476,486.0,"[nan, -0.5146913516953711, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,117,211,222.0,"[nan, -0.09935507611239612, -1.2229804710798493]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,333,784,789.0,"[nan, -0.8779340598192067, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,232,582,597.0,"[nan, -0.041387594450252266, -1.5463800710185005]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,212,612,619.0,"[nan, 0.465598392381769, -1.4953727993484667]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,1247,189,195.0,"[nan, -0.4840952734564202, -0.984105324198023]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,312,314,310.0,"[nan, -0.6454741316905814, -1.123270029577663]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,486,303,310.0,"[nan, -0.226537808591986, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,20,790,789.0,"[nan, 0.16516743620948207, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,211,345,350.0,"[nan, 2.9699962003638705, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,597,707,720.0,"[nan, -0.563201461719607, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,481,650,661.0,"[nan, -0.4602720325138775, -1.0732866896222677]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,230,512,507.0,"[nan, 0.2266664433770117, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,208,648,659.0,"[nan, -0.6179142772337877, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,371,163,173.0,"[nan, -0.535362422843472, -0.7972943575075475]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-2 glass\suite2p\plane0,168,799,813.0,"[nan, 0.5114552149604011, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,87,482,489.0,"[nan, 0.006893083244065961, -1.072748176381226]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,701,759,771.0,"[nan, -0.266292863925037, -1.630095821736492]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,1592,224,233.0,"[nan, -0.4972339941407359, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,59,664,674.0,"[nan, -0.06693870886384998, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,513,530,540.0,"[nan, 1.4867565712146336, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,91,441,448.0,"[nan, 0.01113467993650983, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,182,729,724.0,"[nan, -0.795510924721728, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,102,240,246.0,"[nan, -0.6464743727229102, -0.7563366676776435]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,228,753,752.0,"[nan, -0.30295033471691474, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,673,312,321.0,"[nan, -0.7048130776738283, -2.0209451381643837]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,139,527,539.0,"[nan, 0.33949011382498845, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,1374,658,665.0,"[nan, -0.5920955401758939, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-2 glass\suite2p\plane0,138,540,552.0,"[nan, 1.285032892152837, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,390,90,96.0,"[nan, -0.2489925274680985, -0.9744758160805111]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-4 glass\suite2p\plane0,178,143,153.0,"[nan, 1.2470997111676316, -0.3868432568810077]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,335,180,187.0,"[nan, 1.1020803259315557, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-4 glass\suite2p\plane0,228,371,380.0,"[nan, -0.18379560083889937, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,513,623,628.0,"[nan, 1.3617929613327888, -3.7791765487047098]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,352,666,675.0,"[nan, -0.6094211694339258, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,519,603,600.0,"[nan, 0.655217880782152, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,571,491,498.0,"[nan, -0.29738324699990065, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,693,116,121.0,"[nan, -0.48975825598485234, -0.931717367093848]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,302,617,624.0,"[nan, 1.7234359300420172, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,452,182,192.0,"[nan, -0.7110770395446028, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,140,364,379.0,"[nan, -0.4378841640842913, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,555,195,201.0,"[nan, -0.07711372440187074, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-2 glass\suite2p\plane0,13,240,248.0,"[nan, 0.29273337580381886, -3.298134790705584]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,292,376,387.0,"[nan, -0.4648744509819188, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,1526,522,530.0,"[nan, -0.5099583425016847, -2.100932691748121]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,396,668,675.0,"[nan, -0.9347795576655774, -1.4938897381786154]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,1614,678,690.0,"[nan, -0.27851545878066003, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,865,369,366.0,"[nan, -0.8857769278236876, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,966,178,186.0,"[nan, -0.7581979621342424, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,279,163,171.0,"[nan, 1.4802484612023963, -1.3093888744666355]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,772,190,195.0,"[nan, -0.26468880416115226, -0.677963017824863]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,1458,234,248.0,"[nan, -0.8482070101560034, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,486,87,95.0,"[nan, -0.45636395589403267, -0.9035675483881099]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,503,456,463.0,"[nan, -0.2536479882075235, -0.6056952636509665]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,601,549,557.0,"[nan, -0.806218195075484, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,147,231,241.0,"[nan, -0.3737197646269983, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,143,709,712.0,"[nan, -0.3633764188417012, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,426,757,768.0,"[nan, -0.7133926225246993, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,259,642,650.0,"[nan, 1.9480661433303668, -0.8102281389131079]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-4 glass\suite2p\plane0,269,121,130.0,"[nan, 0.6435806569481968, -0.9467410536960136]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,190,212,218.0,"[nan, -0.6014269137283553, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,97,67,71.0,"[nan, 3.089405172274694, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,165,722,725.0,"[nan, -0.8221004071365753, -2.5120499577655457]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-2\suite2p\plane0,1026,74,86.0,"[nan, 0.1188457313416633, -0.6103712136503561]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,335,490,501.0,"[nan, -0.5629665170112691, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-2 glass\suite2p\plane0,125,284,279.0,"[nan, -0.233773417922944, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,546,540,550.0,"[nan, -0.7731875334585653, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,542,491,488.0,"[nan, -0.6530931720199323, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,193,110,117.0,"[nan, 4.660211776554673, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,457,467,473.0,"[nan, -0.7528495542812267, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,533,402,411.0,"[nan, 0.02989809602032974, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,281,635,645.0,"[nan, -0.43894215348275256, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,878,138,143.0,"[nan, -0.6988960870471433, -1.712607204412062]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,406,591,596.0,"[nan, -0.677212199564352, -1.3332572331202006]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,293,846,855.0,"[nan, 3.045541476880401, -0.4840613569721889]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,514,379,375.0,"[nan, -0.6463810313952388, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-1 glass\suite2p\plane0,403,289,284.0,"[nan, -0.2732548768514408, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,1567,475,489.0,"[nan, -0.5513452131198202, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\1-1_1x\suite2p\plane0,919,228,231.0,"[nan, -0.7797603473572361, -1.8300561927191885]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,502,515,529.0,"[nan, -0.4101642827405799, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-4 glass\suite2p\plane0,286,380,390.0,"[nan, 0.7905246912274698, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-2\suite2p\plane0,681,715,723.0,"[nan, -0.6183180271857861, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,772,443,456.0,"[nan, -0.19481264882059163, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-4\suite2p\plane0,380,584,595.0,"[nan, -0.7537814593687832, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-1\suite2p\plane0,596,137,142.0,"[nan, 0.017651648480039295, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-2\suite2p\plane0,244,478,488.0,"[nan, -0.7494480945850996, 0.7583878192940736]",0
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-3 glass\suite2p\plane0,221,652,656.0,"[nan, 2.8230612303468074, -0.46999858062880623]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,1353,123,127.0,"[nan, 0.45552569166998913, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_3\2-2\suite2p\plane0,721,432,446.0,"[nan, 0.23654064400748367, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-3\suite2p\plane0,1247,262,267.0,"[nan, -0.2742302289808754, -1.0845831562994752]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,322,478,485.0,"[nan, -0.20915087152039494, 0.7583878192940736]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training\2-2 glass\suite2p\plane0,118,466,474.0,"[nan, 1.4232341974432756, -0.08092742076882668]",1
C:\Users\mzinn1\Desktop\Datasets\roi_classifier_training_2\2-1\suite2p\plane0,205,454,461.0,"[nan, -0.41517418154623537, 0.7583878192940736]",1
