group_id,method,number_neurons,neuron_indices,filtered_idxs,spike_rate,number_of_spikes,mean_combined,treatment,recording,day,recording_folder
1,combined,2,"[1227, 1256]","[15, 16]",0,0,0.6573641266610465,BP,1-1,1,1-1
1,combined,2,"[8, 9]","[6, 7]",0,0,0.6482139455049344,BP,1-1,10,1-1_Day10
17,combined,2,"[56, 136]","[39, 106]",0,0,0.6317562723879696,BP,1-1,10,1-1_Day10
132,combined,2,"[1143, 1147]","[850, 854]",0,0,0.8662252280324119,BP,1-1,10,1-1_Day10
238,combined,2,"[781, 844]","[590, 637]",0,0,0.6412635998495034,BP,1-1,10,1-1_Day10
246,combined,2,"[926, 934]","[701, 708]",0,0,0.7647986617323564,BP,1-1,10,1-1_Day10
260,combined,2,"[1554, 1582]","[1079, 1092]",0,0,0.687517379226352,BP,1-1,10,1-1_Day10
261,combined,2,"[1524, 1528]","[1063, 1065]",0,0,0.7620108464684056,BP,1-1,10,1-1_Day10
262,combined,8,"[1529, 1545, 1549, 1555, 1569, 1587, 1588, 1589]","[1066, 1075, 1077, 1080, 1087, 1095, 1096, 1097]",0,0,0.6854471930877383,BP,1-1,10,1-1_Day10
263,combined,2,"[1525, 1534]","[1064, 1069]",0,0,0.6232935377862824,BP,1-1,10,1-1_Day10
267,combined,3,"[1459, 1466, 1474]","[1033, 1039, 1043]",0,0,0.6463827861546142,BP,1-1,10,1-1_Day10
295,combined,2,"[1210, 1308]","[898, 957]",0,0,0.657791849025498,BP,1-1,10,1-1_Day10
317,combined,2,"[753, 974]","[570, 739]",0,0,0.6389184182500912,BP,1-1,10,1-1_Day10
319,combined,2,"[733, 739]","[558, 563]",0,0,0.580777126122016,BP,1-1,10,1-1_Day10
320,combined,2,"[798, 875]","[601, 661]",0,0,0.5607912025618537,BP,1-1,10,1-1_Day10
321,combined,4,"[870, 873, 973, 1104]","[656, 659, 738, 824]",0,0,0.6174521252980741,BP,1-1,10,1-1_Day10
323,combined,2,"[852, 887]","[644, 670]",0,0,0.6107790792978985,BP,1-1,10,1-1_Day10
324,combined,2,"[789, 791]","[594, 595]",0,0,0.6091874285166123,BP,1-1,10,1-1_Day10
330,combined,2,"[1005, 1173]","[760, 873]",0,0,0.5821692748744103,BP,1-1,10,1-1_Day10
332,combined,3,"[980, 981, 988]","[742, 743, 747]",0,0,0.6404925014951818,BP,1-1,10,1-1_Day10
337,combined,4,"[1035, 1112, 1146, 1158]","[780, 831, 853, 863]",0,0,0.5680005658584931,BP,1-1,10,1-1_Day10
339,combined,3,"[1080, 1082, 1170]","[810, 812, 872]",0,0,0.5687046412740091,BP,1-1,10,1-1_Day10
340,combined,4,"[1075, 1085, 1128, 1129]","[807, 814, 840, 841]",0,0,0.5739963211471232,BP,1-1,10,1-1_Day10
344,combined,2,"[1342, 1460]","[979, 1034]",0,0,0.5305073999782887,BP,1-1,10,1-1_Day10
345,combined,3,"[1353, 1354, 1539]","[983, 984, 1072]",0,0,0.6306213666943968,BP,1-1,10,1-1_Day10
346,combined,8,"[1265, 1324, 1337, 1338, 1359, 1363, 1419, 1425]","[932, 967, 974, 975, 987, 990, 1013, 1016]",0,0,0.6521247866548893,BP,1-1,10,1-1_Day10
347,combined,4,"[1142, 1161, 1167, 1188]","[849, 865, 870, 881]",0,0,0.8002547072913088,BP,1-1,10,1-1_Day10
407,combined,3,"[226, 298, 403]","[177, 237, 318]",0,0,0.5235468674076404,BP,1-1,10,1-1_Day10
409,combined,2,"[323, 371]","[258, 295]",0,0,0.5031847804348935,BP,1-1,10,1-1_Day10
413,combined,3,"[174, 232, 262]","[138, 181, 208]",0,0,0.593360981351309,BP,1-1,10,1-1_Day10
417,combined,2,"[148, 168]","[118, 133]",0,0,0.5184483046064149,BP,1-1,10,1-1_Day10
419,combined,2,"[206, 214]","[163, 170]",0,0,0.5455135346486625,BP,1-1,10,1-1_Day10
423,combined,10,"[37, 51, 58, 61, 74, 87, 92, 114, 119, 128]","[24, 35, 41, 44, 54, 63, 68, 88, 92, 100]",0,0,0.5824427587614462,BP,1-1,10,1-1_Day10
447,combined,5,"[675, 751, 820, 831, 837]","[509, 569, 617, 625, 630]",0,0,0.6107814570408983,BP,1-1,10,1-1_Day10
450,combined,2,"[572, 715]","[442, 544]",0,0,0.7659138908478016,BP,1-1,10,1-1_Day10
456,combined,3,"[84, 200, 224]","[61, 157, 175]",0,0,0.6081897603710936,BP,1-1,10,1-1_Day10
457,combined,2,"[47, 63]","[32, 46]",0,0,0.7297510750461774,BP,1-1,10,1-1_Day10
460,combined,2,"[71, 118]","[51, 91]",0,0,0.520223649773088,BP,1-1,10,1-1_Day10
461,combined,3,"[54, 194, 209]","[37, 153, 165]",0,0,0.7062155461438024,BP,1-1,10,1-1_Day10
462,combined,2,"[445, 505]","[344, 389]",0,0,0.5809642765655273,BP,1-1,10,1-1_Day10
463,combined,32,"[22, 33, 39, 60, 67, 95, 103, 110, 111, 122, 123, 124, 126, 132, 133, 134, 135, 138, 140, 142, 145, 156, 169, 176, 205, 213, 222, 277, 333, 339, 362, 400]","[13, 20, 26, 43, 48, 70, 78, 85, 86, 95, 96, 97, 99, 102, 103, 104, 105, 108, 110, 112, 115, 124, 134, 140, 162, 169, 174, 221, 264, 269, 287, 316]",0,0,0.6504771740248957,BP,1-1,10,1-1_Day10
467,combined,2,"[272, 492]","[217, 381]",0,0,0.5864982465498062,BP,1-1,10,1-1_Day10
469,combined,2,"[393, 440]","[311, 341]",0,0,0.503561596123433,BP,1-1,10,1-1_Day10
471,combined,2,"[203, 519]","[160, 401]",0,0,0.5586348597450488,BP,1-1,10,1-1_Day10
472,combined,2,"[566, 634]","[437, 484]",0,0,0.6112545331928181,BP,1-1,10,1-1_Day10
473,combined,20,"[453, 468, 480, 489, 501, 502, 526, 532, 538, 540, 541, 542, 543, 557, 581, 582, 596, 606, 623, 672]","[352, 366, 374, 378, 386, 387, 406, 411, 417, 419, 420, 421, 422, 431, 446, 447, 458, 463, 476, 507]",0,0,0.6036225006108965,BP,1-1,10,1-1_Day10
475,combined,2,"[215, 309]","[171, 248]",0,0,0.6102315784000223,BP,1-1,10,1-1_Day10
476,combined,3,"[246, 295, 332]","[193, 235, 263]",0,0,0.7212199798975486,BP,1-1,10,1-1_Day10
477,combined,3,"[166, 242, 294]","[131, 190, 234]",0,0,0.6235471612230233,BP,1-1,10,1-1_Day10
478,combined,14,"[199, 211, 217, 259, 260, 293, 343, 350, 354, 367, 374, 377, 461, 707]","[156, 167, 172, 205, 206, 233, 271, 277, 280, 292, 297, 300, 359, 536]",0,0,0.6221115761906839,BP,1-1,10,1-1_Day10
481,combined,2,"[250, 387]","[196, 307]",0,0,0.6530272344221363,BP,1-1,10,1-1_Day10
486,combined,5,"[153, 167, 288, 308, 380]","[122, 132, 229, 247, 303]",0,0,0.5522615697289501,BP,1-1,10,1-1_Day10
487,combined,8,"[335, 375, 413, 425, 435, 455, 477, 494]","[266, 298, 322, 328, 336, 354, 372, 382]",0,0,0.6542905750228664,BP,1-1,10,1-1_Day10
488,combined,4,"[212, 353, 357, 390]","[168, 279, 283, 310]",0,0,0.605617968786975,BP,1-1,10,1-1_Day10
510,combined,2,"[902, 938]","[682, 712]",0,0,0.5277598223240317,BP,1-1,10,1-1_Day10
511,combined,2,"[465, 564]","[363, 435]",0,0,0.5148694982161872,BP,1-1,10,1-1_Day10
512,combined,3,"[617, 664, 681]","[471, 501, 514]",0,0,0.6144578379829283,BP,1-1,10,1-1_Day10
516,combined,2,"[569, 587]","[439, 450]",0,0,0.6177112652122134,BP,1-1,10,1-1_Day10
519,combined,2,"[717, 728]","[545, 553]",0,0,0.5800883079832232,BP,1-1,10,1-1_Day10
520,combined,11,"[676, 682, 703, 706, 713, 719, 727, 746, 761, 821, 840]","[510, 515, 532, 535, 542, 547, 552, 568, 576, 618, 633]",0,0,0.579515647921758,BP,1-1,10,1-1_Day10
534,combined,2,"[593, 612]","[456, 468]",0,0,0.5558584280311869,BP,1-1,10,1-1_Day10
552,combined,2,"[856, 942]","[648, 715]",0,0,0.509530807097208,BP,1-1,10,1-1_Day10
553,combined,2,"[1008, 1020]","[762, 770]",0,0,0.6693298348095489,BP,1-1,10,1-1_Day10
554,combined,4,"[920, 967, 987, 1059]","[696, 734, 746, 796]",0,0,0.6230650562130766,BP,1-1,10,1-1_Day10
564,combined,2,"[1098, 1122]","[822, 837]",0,0,0.5226219580645205,BP,1-1,10,1-1_Day10
604,combined,2,"[1, 21]","[1, 12]",0,0,0.5162693390699947,BP,1-1,10,1-1_Day10
605,combined,6,"[20, 43, 89, 98, 100, 112]","[11, 29, 65, 73, 75, 87]",0,0,0.5842545559099114,BP,1-1,10,1-1_Day10
606,combined,2,"[34, 72]","[21, 52]",0,0,0.6697916475311471,BP,1-1,10,1-1_Day10
622,combined,7,"[197, 239, 244, 251, 267, 285, 318]","[155, 187, 192, 197, 213, 226, 253]",0,0,0.5437587318527805,BP,1-1,10,1-1_Day10
623,combined,3,"[146, 243, 265]","[116, 191, 211]",0,0,0.5416711844333167,BP,1-1,10,1-1_Day10
630,combined,2,"[685, 1333]","[518, 972]",0,0,0.5453418287736914,BP,1-1,10,1-1_Day10
650,combined,4,"[499, 500, 517, 584]","[384, 385, 399, 448]",0,0,0.5253589976535896,BP,1-1,10,1-1_Day10
656,combined,2,"[349, 370]","[276, 294]",0,0,0.7013800957381825,BP,1-1,10,1-1_Day10
681,combined,4,"[1027, 1045, 1196, 1248]","[775, 786, 888, 922]",0,0,0.5635564138366207,BP,1-1,10,1-1_Day10
684,combined,2,"[1238, 1239]","[916, 917]",0,0,0.6368656711510601,BP,1-1,10,1-1_Day10
688,combined,2,"[1145, 1307]","[852, 956]",0,0,0.7615779945881413,BP,1-1,10,1-1_Day10
689,combined,2,"[1183, 1219]","[877, 903]",0,0,0.594647041018514,BP,1-1,10,1-1_Day10
691,combined,2,"[1000, 1111]","[755, 830]",0,0,0.8234517367609411,BP,1-1,10,1-1_Day10
692,combined,7,"[1177, 1271, 1276, 1278, 1292, 1300, 1319]","[874, 936, 940, 941, 947, 951, 963]",0,0,0.688491213546529,BP,1-1,10,1-1_Day10
708,combined,2,"[1094, 1206]","[819, 895]",0,0,0.743630278421238,BP,1-1,10,1-1_Day10
722,combined,2,"[1259, 1294]","[928, 948]",0,0,0.5027028460300411,BP,1-1,10,1-1_Day10
723,combined,2,"[1431, 1479]","[1017, 1045]",0,0,0.5354463684125784,BP,1-1,10,1-1_Day10
724,combined,2,"[1422, 1462]","[1014, 1035]",0,0,0.5963806767086417,BP,1-1,10,1-1_Day10
728,combined,11,"[1246, 1256, 1269, 1306, 1315, 1321, 1327, 1330, 1357, 1395, 1485]","[920, 926, 935, 955, 960, 964, 969, 970, 986, 1005, 1048]",0,0,0.5600381414772783,BP,1-1,10,1-1_Day10
729,combined,5,"[1191, 1193, 1201, 1202, 1245]","[883, 885, 892, 893, 919]",0,0,0.6145196631718297,BP,1-1,10,1-1_Day10
732,combined,5,"[1272, 1298, 1339, 1480, 1533]","[937, 949, 976, 1046, 1068]",0,0,0.6247609767140629,BP,1-1,10,1-1_Day10
736,combined,2,"[1325, 1374]","[968, 995]",0,0,0.5744992429091638,BP,1-1,10,1-1_Day10
752,combined,3,"[275, 340, 405]","[220, 270, 319]",0,0,0.6978858744659013,BP,1-1,10,1-1_Day10
754,combined,4,"[399, 443, 470, 490]","[315, 342, 368, 379]",0,0,0.5906917930031795,BP,1-1,10,1-1_Day10
764,combined,5,"[585, 680, 695, 698, 723]","[449, 513, 526, 529, 549]",0,0,0.6340471429775402,BP,1-1,10,1-1_Day10
768,combined,2,"[982, 995]","[744, 753]",0,0,0.6311462873745997,BP,1-1,10,1-1_Day10
771,combined,2,"[1055, 1154]","[793, 861]",0,0,0.5614577130353403,BP,1-1,10,1-1_Day10
773,combined,2,"[793, 796]","[597, 600]",0,0,0.564029735855846,BP,1-1,10,1-1_Day10
775,combined,2,"[778, 792]","[588, 596]",0,0,0.7751029632412104,BP,1-1,10,1-1_Day10
776,combined,2,"[1061, 1067]","[798, 803]",0,0,0.6701072747324546,BP,1-1,10,1-1_Day10
777,combined,20,"[850, 871, 903, 904, 916, 921, 922, 923, 927, 939, 950, 953, 959, 978, 993, 1007, 1014, 1036, 1081, 1107]","[642, 657, 683, 684, 693, 697, 698, 699, 702, 713, 722, 725, 730, 741, 751, 761, 766, 781, 811, 827]",0,0,0.6935142192078053,BP,1-1,10,1-1_Day10
779,combined,2,"[944, 951]","[717, 723]",0,0,0.564228301936879,BP,1-1,10,1-1_Day10
781,combined,2,"[604, 949]","[462, 721]",0,0,0.6115340505698834,BP,1-1,10,1-1_Day10
782,combined,7,"[800, 813, 841, 848, 851, 899, 914]","[603, 613, 634, 641, 643, 679, 691]",0,0,0.5655842265449996,BP,1-1,10,1-1_Day10
789,combined,3,"[535, 589, 590]","[414, 452, 453]",0,0,0.5489212047404203,BP,1-1,10,1-1_Day10
790,combined,2,"[527, 536]","[407, 415]",0,0,0.718218658886053,BP,1-1,10,1-1_Day10
792,combined,2,"[570, 709]","[440, 538]",0,0,0.6330193912433608,BP,1-1,10,1-1_Day10
794,combined,2,"[539, 574]","[418, 443]",0,0,0.5918492599769183,BP,1-1,10,1-1_Day10
796,combined,3,"[568, 608, 711]","[438, 465, 540]",0,0,0.6993065857950911,BP,1-1,10,1-1_Day10
798,combined,3,"[514, 515, 734]","[397, 398, 559]",0,0,0.5919407884144627,BP,1-1,10,1-1_Day10
800,combined,2,"[686, 754]","[519, 571]",0,0,0.5322444554498926,BP,1-1,10,1-1_Day10
6,combined,2,"[777, 791]","[458, 468]",0,0,0.5715233666449022,BP,1-1,13,1-1_Day13
25,combined,5,"[61, 67, 78, 80, 85]","[36, 40, 48, 50, 53]",0,0,0.6551455169272021,BP,1-1,13,1-1_Day13
44,combined,2,"[4, 44]","[4, 23]",0,0,0.9058858442773209,BP,1-1,13,1-1_Day13
54,combined,2,"[342, 352]","[213, 218]",0,0,0.6502450326185185,BP,1-1,13,1-1_Day13
149,combined,2,"[103, 114]","[65, 69]",0,0,0.7589599255941921,BP,1-1,13,1-1_Day13
229,combined,2,"[29, 58]","[17, 33]",0,0,0.6658660364250836,BP,1-1,13,1-1_Day13
236,combined,3,"[408, 431, 433]","[254, 268, 270]",0,0,0.8005256855194584,BP,1-1,13,1-1_Day13
244,combined,2,"[1161, 1165]","[673, 676]",0,0,0.5447208630746707,BP,1-1,13,1-1_Day13
271,combined,2,"[756, 855]","[451, 508]",0,0,0.6319754004310282,BP,1-1,13,1-1_Day13
374,combined,4,"[177, 208, 217, 263]","[102, 123, 129, 157]",0,0,0.7139410222157146,BP,1-1,13,1-1_Day13
384,combined,2,"[1236, 1245]","[707, 711]",0,0,0.6911615438913448,BP,1-1,13,1-1_Day13
395,combined,2,"[558, 562]","[349, 352]",0,0,0.6329606638706563,BP,1-1,13,1-1_Day13
425,combined,2,"[1313, 1343]","[745, 761]",0,0,0.6206216801936316,BP,1-1,13,1-1_Day13
449,combined,2,"[981, 1086]","[590, 634]",0,0,0.5569144031764679,BP,1-1,13,1-1_Day13
495,combined,3,"[336, 360, 400]","[207, 226, 248]",0,0,0.5747992848014616,BP,1-1,13,1-1_Day13
572,combined,2,"[529, 539]","[331, 338]",0,0,0.6273599392732717,BP,1-1,13,1-1_Day13
620,combined,2,"[996, 1001]","[593, 596]",0,0,0.771695921660984,BP,1-1,13,1-1_Day13
637,combined,2,"[548, 589]","[343, 367]",0,0,0.5246852186800542,BP,1-1,13,1-1_Day13
651,combined,2,"[640, 859]","[393, 510]",0,0,0.6837413227865251,BP,1-1,13,1-1_Day13
757,combined,2,"[1038, 1040]","[612, 613]",0,0,0.5221681807515973,BP,1-1,13,1-1_Day13
773,combined,2,"[410, 416]","[256, 259]",0,0,0.5191251234045913,BP,1-1,13,1-1_Day13
777,combined,3,"[1290, 1295, 1305]","[734, 735, 741]",0,0,0.5478685569425628,BP,1-1,13,1-1_Day13
833,combined,2,"[1430, 1437]","[805, 809]",0,0,0.5165639875635234,BP,1-1,13,1-1_Day13
5,combined,2,"[1619, 1628]","[14, 15]",0,0,0.8687161925930489,BP,1-1,2,1-1_Day2
15,combined,2,"[2, 20]","[0, 1]",0,0,0.8228886062628922,BP,1-1,3,1-1_Day3
7,combined,2,"[1389, 1479]","[453, 481]",0,0,0.5524586357544713,BP,1-1,5,1-1_Day5
31,combined,2,"[530, 545]","[185, 196]",0,0,0.633092877096662,BP,1-1,5,1-1_Day5
32,combined,2,"[433, 454]","[144, 153]",0,0,0.5107662132592036,BP,1-1,5,1-1_Day5
34,combined,2,"[749, 786]","[247, 259]",0,0,0.522472989857247,BP,1-1,5,1-1_Day5
43,combined,2,"[531, 1369]","[186, 446]",0,0,0.5609218251084039,BP,1-1,5,1-1_Day5
58,combined,2,"[156, 177]","[54, 59]",0,0,0.8715690776118616,BP,1-1,5,1-1_Day5
78,combined,2,"[893, 910]","[290, 300]",0,0,0.8165836426011067,BP,1-1,5,1-1_Day5
80,combined,2,"[1088, 1102]","[371, 377]",0,0,0.714769994451713,BP,1-1,5,1-1_Day5
82,combined,2,"[366, 1549]","[123, 500]",0,0,0.5183730888521213,BP,1-1,5,1-1_Day5
97,combined,2,"[392, 412]","[132, 136]",0,0,0.5193492378767738,BP,1-1,5,1-1_Day5
101,combined,2,"[99, 117]","[32, 39]",0,0,0.7226904689730672,BP,1-1,5,1-1_Day5
107,combined,2,"[6, 342]","[2, 111]",0,0,0.5120614465794044,BP,1-1,5,1-1_Day5
108,combined,3,"[25, 210, 879]","[7, 74, 286]",0,0,0.6908774552374553,BP,1-1,5,1-1_Day5
110,combined,2,"[1100, 1473]","[375, 479]",0,0,0.6534500750725408,BP,1-1,5,1-1_Day5
115,combined,2,"[95, 125]","[28, 42]",0,0,0.9343666537940173,BP,1-1,5,1-1_Day5
122,combined,2,"[935, 971]","[310, 326]",0,0,0.5889468169433426,BP,1-1,5,1-1_Day5
124,combined,2,"[652, 669]","[227, 232]",0,0,0.5939568833048697,BP,1-1,5,1-1_Day5
126,combined,3,"[632, 636, 660]","[221, 222, 229]",0,0,0.6946429993599025,BP,1-1,5,1-1_Day5
147,combined,2,"[552, 571]","[198, 205]",0,0,0.7139937229343506,BP,1-1,5,1-1_Day5
163,combined,2,"[1123, 1153]","[382, 391]",0,0,0.99426912241139,BP,1-1,5,1-1_Day5
166,combined,2,"[345, 349]","[112, 114]",0,0,0.9805669149240943,BP,1-1,5,1-1_Day5
170,combined,4,"[890, 918, 934, 945]","[288, 302, 309, 313]",0,0,0.5937436853168064,BP,1-1,5,1-1_Day5
176,combined,2,"[884, 905]","[287, 297]",0,0,0.7891246007695315,BP,1-1,5,1-1_Day5
186,combined,2,"[135, 726]","[45, 241]",0,0,0.5670877941079613,BP,1-1,5,1-1_Day5
188,combined,2,"[849, 1608]","[281, 515]",0,0,0.7112560042259425,BP,1-1,5,1-1_Day5
191,combined,2,"[378, 650]","[129, 226]",0,0,0.5003119847307008,BP,1-1,5,1-1_Day5
195,combined,2,"[852, 946]","[282, 314]",0,0,0.5543350626828007,BP,1-1,5,1-1_Day5
207,combined,2,"[1101, 1124]","[376, 383]",0,0,0.640327880485731,BP,1-1,5,1-1_Day5
260,combined,2,"[977, 1000]","[328, 338]",0,0,0.9093241175941672,BP,1-1,5,1-1_Day5
292,combined,2,"[992, 1207]","[334, 406]",0,0,0.5972406068851023,BP,1-1,5,1-1_Day5
294,combined,2,"[1060, 1084]","[362, 369]",0,0,0.6937630142646067,BP,1-1,5,1-1_Day5
296,combined,3,"[950, 970, 1057]","[317, 325, 360]",0,0,0.6822685354793253,BP,1-1,5,1-1_Day5
301,combined,2,"[224, 828]","[77, 274]",0,0,0.5430650427075777,BP,1-1,5,1-1_Day5
303,combined,2,"[1511, 1545]","[490, 499]",0,0,0.52283148791427,BP,1-1,5,1-1_Day5
307,combined,2,"[572, 606]","[206, 214]",0,0,0.5870306119758778,BP,1-1,5,1-1_Day5
323,combined,2,"[144, 145]","[50, 51]",0,0,0.5483684338976675,BP,1-1,5,1-1_Day5
335,combined,2,"[1189, 1265]","[400, 417]",0,0,0.8573455059057534,BP,1-1,5,1-1_Day5
370,combined,2,"[479, 507]","[163, 175]",0,0,0.8034241207637675,BP,1-1,5,1-1_Day5
378,combined,2,"[288, 302]","[91, 98]",0,0,0.8764860217336461,BP,1-1,5,1-1_Day5
394,combined,2,"[155, 165]","[53, 58]",0,0,0.5675181453378796,BP,1-1,5,1-1_Day5
411,combined,2,"[189, 298]","[65, 95]",0,0,0.8603737698688767,BP,1-1,5,1-1_Day5
415,combined,4,"[88, 335, 961, 1353]","[26, 107, 321, 440]",0,0,0.6085045702632668,BP,1-1,5,1-1_Day5
421,combined,2,"[1372, 1440]","[447, 466]",0,0,0.7236294533644823,BP,1-1,5,1-1_Day5
429,combined,2,"[1116, 1619]","[381, 517]",0,0,0.5968259171103969,BP,1-1,5,1-1_Day5
430,combined,2,"[448, 451]","[150, 152]",0,0,0.5125471569557511,BP,1-1,5,1-1_Day5
431,combined,2,"[1247, 1248]","[412, 413]",0,0,0.7711989637287812,BP,1-1,5,1-1_Day5
443,combined,2,"[100, 264]","[33, 83]",0,0,0.5924193538245538,BP,1-1,5,1-1_Day5
444,combined,2,"[1030, 1396]","[351, 456]",0,0,0.8913084674684971,BP,1-1,5,1-1_Day5
459,combined,2,"[31, 138]","[10, 47]",0,0,0.529583499424705,BP,1-1,5,1-1_Day5
472,combined,2,"[981, 1338]","[331, 438]",0,0,0.5615361902247655,BP,1-1,5,1-1_Day5
473,combined,5,"[192, 1109, 1146, 1276, 1382]","[67, 379, 390, 419, 450]",0,0,0.8150694122235075,BP,1-1,5,1-1_Day5
26,combined,2,"[682, 690]","[482, 488]",0,0,0.8097316465322634,BP,1-1,7,1-1_Day7
27,combined,3,"[115, 252, 417]","[79, 170, 294]",0,0,0.6343813276456665,BP,1-1,7,1-1_Day7
47,combined,2,"[1197, 1214]","[813, 824]",0,0,0.7683364875558052,BP,1-1,7,1-1_Day7
61,combined,2,"[923, 999]","[640, 694]",0,0,0.6930537508254591,BP,1-1,7,1-1_Day7
62,combined,7,"[784, 787, 830, 870, 929, 1030, 1046]","[554, 557, 581, 604, 644, 715, 726]",0,0,0.6713104033678112,BP,1-1,7,1-1_Day7
66,combined,2,"[971, 995]","[672, 691]",0,0,0.5934108924418054,BP,1-1,7,1-1_Day7
67,combined,4,"[828, 925, 932, 956]","[579, 641, 646, 663]",0,0,0.904458631118153,BP,1-1,7,1-1_Day7
94,combined,3,"[0, 18, 43]","[0, 11, 29]",0,0,0.7831049470869905,BP,1-1,7,1-1_Day7
114,combined,2,"[175, 405]","[122, 285]",0,0,0.7027000941226708,BP,1-1,7,1-1_Day7
121,combined,2,"[491, 514]","[343, 363]",0,0,0.9881947069823507,BP,1-1,7,1-1_Day7
125,combined,2,"[1333, 1386]","[896, 934]",0,0,0.7778846359682429,BP,1-1,7,1-1_Day7
148,combined,2,"[152, 185]","[102, 130]",0,0,0.527045936424269,BP,1-1,7,1-1_Day7
169,combined,2,"[1482, 1585]","[983, 1039]",0,0,0.7228068584447543,BP,1-1,7,1-1_Day7
173,combined,2,"[1086, 1104]","[751, 763]",0,0,0.7756060840331398,BP,1-1,7,1-1_Day7
176,combined,3,"[1025, 1173, 1198]","[712, 800, 814]",0,0,0.6587512783374064,BP,1-1,7,1-1_Day7
185,combined,2,"[1127, 1199]","[775, 815]",0,0,0.6155617428202981,BP,1-1,7,1-1_Day7
194,combined,2,"[748, 751]","[527, 530]",0,0,0.7034732165880135,BP,1-1,7,1-1_Day7
201,combined,2,"[806, 827]","[569, 578]",0,0,0.6954950014667208,BP,1-1,7,1-1_Day7
203,combined,2,"[1281, 1297]","[866, 878]",0,0,0.9024595711322969,BP,1-1,7,1-1_Day7
226,combined,3,"[1579, 1652, 1677]","[1036, 1082, 1095]",0,0,0.5946372314431072,BP,1-1,7,1-1_Day7
234,combined,2,"[857, 890]","[597, 619]",0,0,0.6106047110957741,BP,1-1,7,1-1_Day7
236,combined,2,"[1422, 1520]","[954, 1004]",0,0,0.7375150750706261,BP,1-1,7,1-1_Day7
242,combined,3,"[1528, 1538, 1558]","[1009, 1016, 1025]",0,0,0.5943643426822,BP,1-1,7,1-1_Day7
252,combined,2,"[6, 1653]","[4, 1083]",0,0,0.5658949640014295,BP,1-1,7,1-1_Day7
257,combined,2,"[868, 874]","[603, 607]",0,0,0.7185259505162837,BP,1-1,7,1-1_Day7
263,combined,10,"[480, 559, 587, 588, 598, 599, 609, 619, 624, 693]","[336, 395, 415, 416, 423, 424, 431, 438, 442, 490]",0,0,0.6929092119662282,BP,1-1,7,1-1_Day7
278,combined,2,"[939, 950]","[651, 659]",0,0,0.6984711566515125,BP,1-1,7,1-1_Day7
296,combined,2,"[548, 566]","[388, 399]",0,0,0.8856181973712179,BP,1-1,7,1-1_Day7
314,combined,2,"[68, 88]","[45, 58]",0,0,0.8086084164689402,BP,1-1,7,1-1_Day7
324,combined,2,"[303, 310]","[212, 219]",0,0,0.8951111258788992,BP,1-1,7,1-1_Day7
335,combined,2,"[267, 359]","[184, 253]",0,0,0.5286979356622732,BP,1-1,7,1-1_Day7
342,combined,2,"[625, 634]","[443, 450]",0,0,0.7121764194665858,BP,1-1,7,1-1_Day7
351,combined,2,"[586, 604]","[414, 428]",0,0,0.710990777902903,BP,1-1,7,1-1_Day7
371,combined,2,"[1317, 1331]","[886, 895]",0,0,0.5018040922286783,BP,1-1,7,1-1_Day7
374,combined,3,"[848, 855, 877]","[589, 595, 610]",0,0,0.5828704393696221,BP,1-1,7,1-1_Day7
383,combined,2,"[233, 321]","[157, 226]",0,0,0.5011905310970606,BP,1-1,7,1-1_Day7
389,combined,4,"[799, 825, 839, 893]","[566, 577, 584, 621]",0,0,0.6929611231931126,BP,1-1,7,1-1_Day7
392,combined,2,"[416, 512]","[293, 362]",0,0,0.692799921893392,BP,1-1,7,1-1_Day7
394,combined,2,"[127, 278]","[86, 191]",0,0,0.5619446995724128,BP,1-1,7,1-1_Day7
396,combined,2,"[216, 283]","[148, 195]",0,0,0.5596041364773036,BP,1-1,7,1-1_Day7
411,combined,2,"[706, 710]","[500, 503]",0,0,0.76549852797786,BP,1-1,7,1-1_Day7
412,combined,2,"[581, 614]","[411, 435]",0,0,0.5957624728407848,BP,1-1,7,1-1_Day7
417,combined,2,"[142, 166]","[94, 114]",0,0,0.5883721282152719,BP,1-1,7,1-1_Day7
418,combined,3,"[526, 530, 551]","[372, 376, 390]",0,0,0.700350804920972,BP,1-1,7,1-1_Day7
422,combined,2,"[541, 727]","[383, 510]",0,0,0.5023383527661479,BP,1-1,7,1-1_Day7
427,combined,2,"[458, 504]","[318, 355]",0,0,0.865190493004464,BP,1-1,7,1-1_Day7
430,combined,2,"[302, 363]","[211, 257]",0,0,0.7158598481035623,BP,1-1,7,1-1_Day7
432,combined,3,"[226, 314, 315]","[154, 221, 222]",0,0,0.7126406917309772,BP,1-1,7,1-1_Day7
434,combined,3,"[415, 420, 475]","[292, 295, 332]",0,0,0.6502698804309007,BP,1-1,7,1-1_Day7
435,combined,10,"[306, 336, 341, 358, 376, 379, 380, 410, 411, 440]","[215, 235, 240, 252, 266, 268, 269, 290, 291, 304]",0,0,0.6334219886599849,BP,1-1,7,1-1_Day7
436,combined,5,"[407, 424, 456, 463, 576]","[287, 297, 317, 323, 407]",0,0,0.6047812922386692,BP,1-1,7,1-1_Day7
441,combined,3,"[179, 259, 318]","[125, 176, 223]",0,0,0.6014869215207999,BP,1-1,7,1-1_Day7
443,combined,2,"[280, 307]","[192, 216]",0,0,0.6464838494749687,BP,1-1,7,1-1_Day7
